text,label
bitches be like i m mixed wit italian chinese nd african american i be like bitch just cuz you ate ur,0
these hoes really make me laugh lol,1
lemme find out you niggaz letting bitches shit on yo faces niggas is weirdos,0
you ll make the team them niggas trash lol,0
harvard got the worst hoes cheerleading in america,1
look at this nigger ass nigger shit right here,0
hit the bitch nd forget the bitch but i left my kids on her fuckin face,1
sakurako legs spread wide as she takes a big cock deep in her twat,1
words for my single niggaz out here too many bad bitches better than the last so never sweat a chick man they confused and that s ok,1
i m feeling pretty fuckin ghetto smh,1
mannn mexicans in houston love their high school freshman hoes,1
good morning to you hoes and pimps,1
it s hot and my allergies are killing i feel like a little bitch,1
people hate on da rig life but i love my baby more then a pussy ass nigguh,1
just pulled out his pocket constitution bring it man just mocked mccain s wacko birds comment hahaha standtall,2
charlie sheen is the man lol,2
well damn make her a single mother what if you finally get the pussy it s garbage,1
deal with you bitches when i feel like it,1
i hopes dis don t come as a severe shock to use but i m colored,2
ima kill cay ugh she stay on my last nerve but i love that s funccy bitch,1
shit ain t gon be funny when you need me to get you outta a horrific car crash bitch,1
got you re bitch panties niagra falling,1
feb jordan retro remastered oreo,2
lmaoooo that hoe look like,1
i will beat a bitch ass tf,1
i beg to differ on that lip bittin shit dis bitch bit my lip nd tried to suck my blood aint shit sexy about that,1
playing games and wrestling are the only ways i bind with my brothers that and the sex talk providing condoms no raw dogging these hoes,1
how many times did you listen to that pussy song today,1
i can t never be no bitch nigga thats how you get treated like a bitch,1
i switched up you fukin with my old bitch i m fukin with yo new bitch,1
that annoying moment when you have to keep removing your headphones because someone keeps talking to you like move bitch,1
i m just gonna get my dog to eat a bitch,1
is out of his goddamn bird trying to say yoburger is better than guys,1
i fuck alien bitches demon and angel bitches a couple of centaur bitches got really drunk and fucked a dragon chick a couple times ughhh,1
talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on faggot fuck you,0
fat hoes always wanna beef with somebody yall don t need to be around no type of beef,1
i ain t gettin my hands tatted dumb ass y yo bitch ass leave da bus stop last night the main was goin,1
yesterday the caged bird sang the blues rip mayaangelou,2
ahah chill my bitch look better,1
i pop dontae already i got bitch for dah big yaknow,1
hoes love exposing other hoes on twitter,1
starve bitch,1
tell me how you really feel those little isis faggots usually have bags over their heads anyway,0
photos kate upton cheers on the yankees at last night s game,2
me downloads flappy bird sierra welp there goes school,2
kiara has small chubby fingers bitch,1
nigga chill throw me in the jungle watch me come out with a gorilla monkey cheetah coat,1
i just can t imagine myself being albino haha,1
now i m gook boy shawty,2
da house next door to me been sold to honkies,1
drake said it best when he said niggas act more like bitches these days,1
bad bitch give good head dumb bitch get hood rich,1
yesterday twitter was telling them same dudes that pussy was the best so have faith,1
early bird gets the dick,1
let a bitch try me try me ima swing her to the whole mf family,1
guess i will mess with it later not sure what else to do maybe trash it lol not yet maybe after i when the lottery,2
and he still wont get no bitches wow wtf,1
big booty hoes,1
same niccas tryna be around me the same niccas that used to down me,1
someone should explain to blake griffin that talking trash to an opposing rd string is unbecoming even amongst clippers,2
i hate when bitches do that who are you talking to shit like clearly you i be like bitch wit da red door hoe,1
morning terror read of the ocean s trash is gone and no one knows where it went,2
ugly hoes love to fight lmao they ain t got none to lose,1
makes a wise argument about the accelerated warholian notion of celebrity in the era of vine passing teens mock my old wrinkled balls,1
killer line josh smith dropped a killer trash talk line on kenneth,2
working saturday is for the birds fml,2
word bird,2
women want a best man holiday type of nigga meanwhile you have mad thot pics on ya gram talking about this could be us bitch die,1
when her pussy doesn t taste like pineapples,1
to bad you wont hit a girl pussy,1
we re bringing the cadaver dogs charlie brown rejectedpeanutsspecials,2
yo homegirl fat and got a mustache no need to yass bitch that,1
im slay bitch im wearin bandos armor cause im so rich i got my slayer helm and my whip droppies,1
shoot that nigga his shorty bitch,1
i m jus tryn figure out when all dem niccas was together like dat,1
ding ding ding sagittarius trash,2
my old man has a white galaxy phone cuz he s a fag,0
my advice of the day if your a tranny go fuck your self,0
you had me at eating pussy,1
wrong skiny girls are for guys that want hot sex that looks good too every fat bitch knows that,1
starks being a faggot,1
that bitch was going or nawl,1
she said i hurt her feelings now she dating dykes,1
i m a sucker for colored eyes,2
strawberry shortcake stacked with whipped cream yellow spunge cake sliced strawberries freshly picked from the farm w my kids,2
fuck all that talking bitch y u got my name in to mouth,1
he gotta be colored,1
i love me some fresh pussy all you can eat buffet,1
lil hoe tweets on point,1
man get yo bitch ass out my mf mentions man with all tht bs u trippin,1
how long after the redskins change their nsme will all memorabilia w redskind name be deemef racist and therefore illegal any thoughts,2
money first woman second but you hoes are last,1
you keep your bitch ill stay on my grind,1
they didn t want to fuck steve that bitch lmao,1
why all these hoes trynna be gay now lmao,1
you right fam jus peeped ur tl cmon son look at em he a bitch,1
what if i tell y all i m trying to turn up for bayou classic drinker bitch you got the id,1
yeah great song just watching the msg concert of yankee stadium gig,2
this nigga been all in public with his new young bitch rubbin it in her face but when she reacts it ww she probably ain t even seen drake,1
what u did mr bitches stop calling me that but i balled,1
i m talkin bout sluts and hoes in general,1
on my way to fuck ur bitch,1
gotta eat her pussy so good she forget dick coming next have her talking to herself like he brought dick with him too,1
we in dat bitch my dude,1
pie crust is trash it be all flaky and dry and shit,1
i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by beaners at the metlife,0
now when a bitch try to suck the strap that s when she getting kicked out,1
catch me on the episode of vampire diaries tomorrow night i bitch slap,1
slap these hoes on the ass like we birthed em,1
you a bitch too,1
i understand but stop venting on this bitch you give to much insight in to your life these people don t deserve that,1
told you them bitches was mad even g,1
she might be the one dont be a bitch,1
mcdonald s is hella trash to me now,2
he a bitch for hitting that hoe,1
i wish i never met that bitch bro on god,1
she still a bitch lol so what do you tweet if you lose,1
josef just pitted slight possibility he can make it the remaining laps but i highly doubt it will need yellow indyfest,2
why are pussy farts so embarrassing,1
suck ass bum ass yankees foh,1
dis bitch by my side and i ll never be broken,1
what a dirty girl haha cat pussy pets,1
last night this bitch was talking bout she wanna smoke go to wingstop i was the st person she thought about who paying for all this,1
sooooooo true but i m the pussy monsta,1
his bitch wan fuck me cuz he sneak dissin me,1
your a big yute to be having slits in your brows my darg lol drop it out,2
should i expect good pussy or good but not good for you pussy from a tampico drinker,1
all theses hoes on me they so phony,1
will u sell dat pussy for me,1
throw me a blunt bitch,1
every time bobby bitch comes on,1
so you still don t suck dick or eat pussy in,1
happy birthday to the nicest faggot ever,1
fuck deeeez bitches,1
nooo i left my papers in the basement n my niggah getting some cakes down there,1
tired of these butthurt commercials ya phones trash b we don t want em,1
not bit of courtesy from any of these bainbridge isl ferry riders fuck em next time i think s gonna break down paybacks a bitch,1
i love when bitches throw shade just confirms i m doing something right,1
my pussy is totes adorbs when she jumps on my bed with litter stuck to her the cat is fucking annoying when she does it,1
these parents nd giving they kids ghetto ass names ronkieshietta bro are you serious that tipped the scale fa me,1
bitch ass,1
if train officers that are wearing body armor stand back to watch the smoke clear why does every gun ho wanna be,2
who is that pink hat guy cody caleb either way he is a over emotional bitch bb,1
we live in a world where drake can steal your hoes and make fun of you shit crazy,1
i give a shoutout to these bitches b c they hustlas too,1
next bitch i fuck i m goin to her spot lol,1
got me blushin like drake bitch az lol,1
see its a fine line killing faggots doesn t change the source of their creation which is stupid people overbreeding period,0
kit kat brownies making,2
right you are have you heard of the dodo bird he s the one with obama on his ass,1
yall niggas b cuffing hoes cause yall aint never have bitches,1
nosey ass hoes i hate em always finding shit but can t find a man to date em,1
old cunt needs to die,1
you are a cunt,1
i swear if i see any snow tomorrow bruhh you sound like a basic white bitch,1
when ya friends nag you like they yo bitch mayne chill tf,1
bouta rasengan all these stupid bitches,1
it be sounding like the bitch that the cops talk to on their radio is the same sounding bitch every single time it aint never a dude voice,1
being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend,1
wdmc so what shit is this male hoes now what is going on,1
real he eats your pussy until u nut so why u can t return the favor,1
breeding a nation of pussies now how the hell is a man a man if he s a pussy i m concerned we have pussies psycho s,1
knocked that bitch soul out her body lol,1
you re such a bitch,1
i say nigger with love,1
fuck u u dumb ass bitch hoe,1
someone s mother called me a handsome buff yellow thang last night my ego was temporarily elevated and was dying lol,2
bush took times as many vacations republican teabaggers are pusses wah,1
you far asf too nigguh,1
who tf is chrisis jones a nigga botta get his ass beat clearly bitch nigga u see real niggas conversatin,1
my slap a bitch sense is coming,1
every spic cop should be killed those pigs only got their job to get even but white people never did anything to them,0
glad to know you were just a hoe looking for all the attention gladyouregone,1
onlyinamichaelmyersmovie bitch is running a hundred meter dash on this niqqa whos actually taking his time walking u still get killed,1
th my guinea pig will haunt you,1
when that message say delivered but you see him posting sc story s with all his hoes,1
she s really nice when you get to know her she s a bitch but you ll get used to it,1
you be fucking with to many hoes,1
in their primes mj would have dominated lbj in on just so much mentally tougher mj s trash talk alone would unn,2
dropping all these hoes,1
it prolli seem like i flirt but iont want none of y all hoes,1
you know all these bitches who posted pics for zeeti are in the shower like jim carey in ace ventura after he found out ei,1
i m tired of her corny vines ugly faces and stupid voices my nigga she s sexy,1
i can t watch charlie st cloud because i cry like a little baby every single time,2
no problem remembering all those quirks can be a real bitch,1
s o to my favorite nigger to work on the plantation just remember next time ask for the watermelon dont steal it,0
mann these hoes get nothin but some dick and instructions if she with mee she fucccccckn i said i,1
same hoes is still at it i should ve known,1
her excuse is when i die u can have all my gold i don t even like yellow gold anymore i gave her all of mine,2
don t be no bitch not speak when i initiate a friendly hello,1
so quit suckin on my dick and hop your fat ass elsewhere cuz i ain t tryna fuck with your globe ass bitch got her own orbit,1
pussy ppppoppin on my poppers so the cops see bitchezzz,1
yeah man all my niggas dipped to the cars and left and i was in a barn getting chased by the ghetto bird,1
wrong maybe you been dealing with pussies but i don t put up with that crap if i f up telling me i f up keep it real,1
on god yall hoes better get off my twitter,1
twitters little blue birds name is larry after celtics isu larry bird stick ticker is twtr,2
too many lil niggas on my tl boosie got hoes,1
i wouldn t share a wave with those trash cans,2
i got a thick ass neck tho or on these hoes can t zip my half zip fleece out this bitch,1
you ll see watch he finna hit that hoe and put some,1
here we go this fat bitch started talking and now will never stop,1
you re a bitch lol,1
that s lil nig,1
sheryl crow being the bae,2
eating pussy makes sense y all gotta grow up food and sex go hand n hand,1
fuck around wit me n my niggas n we ll turn dis bitch inside out,1
chris bosh made danny green his bitch last night,1
yall bitches should be girlfriends for halloween since yall been sidechiccs all year,1
u can eat all the pineapples you want ur pussy still trash,1
and they bitch cause police showed in force they were the only thing preventing them from getting turned in road kill i shutdown,1
you aint shit pussy lol go get hit you aint been touched in yrs lmfao,1
fucking walk off in the bronx,1
i hate when netflix stop asks if im still watchin like yes u think i got up started doin somethin with my life bitch put,1
it ain t nothing to cut that bitch off,1
yasss bitch yasss i wonder if penny passed,1
eli manning is fucking trash rap,1
gayer then faggots in bed together,0
can t give these hoes a inch cuz they ll try to take mile,1
lmfao right you knew you was sidechick stop hating hoe,1
ugh bitch i love you that a s s your just simply flawless i remember when you cute a peice of your hair hella short,1
tag me pussy ill fite u,1
the shines its lights in yankees pinstripes in honor of derek jeter farewellcaptain,2
what was that you tweeted i can t concentrate enough to read it over all your sad looking boob and pussy pics men prob,1
that s like saying i ve had the pinto since dude i ve had an iphone since the beginning,2
shut the fuck up dumb bitch,1
rutgers terminated mike rice s contract by repeatedly calling it a cunt while hurling balls at it until it finally kill,1
my pussy taste like pepsi cola,1
my boy is obviously gonna be slaying all the pussy tonight dressed as a ninja turtle,1
a day later and y all still gassing rihanna trash ass nudes,1
democrats to push income inequality as top issue of charlie baker r veers further left all in w d,2
winter time walking is no hoe ctfu,1
hoes be mad at you cause your nigga wanted you over her,1
i hate this shit like why y all bitches think that s cute clothing violation,1
they re working on a bill to prevent retards from voting who knew retards could vote things are starting to make sense now,0
i hate ya bitch ass,1
if im bad built ok yall built like tractors yall got relationships bitch where mine,1
every slant in losangeles should be deported those scum have no right to be here chinatown should be bulldozed,0
i hate when a girls all i m single and i do single shit be a lil thottie cuff me if you have a problem like bitch i ll rko your ass,1
hoes are more fun,1
my favorite episode of friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho,2
bare ass me again i cunt hear you,1
looks like the yankees will be competing with boston for the east cellar this year mlb,2
we gotta get like heads to go everyone brings tree some bring food bitches and liquor of course,1
them chicks tried to put me under the fire lol i m not a dirt bag courting with a dumb hoe though,1
when you ain t had pussy in a hot minute,1
review the yanks are coming a military history of the united states in world war i via,2
these brownies are bomb,2
we doing it lizard unless you skype us bitches,1
silly bitch shit never sleeps huh,1
yall hoes got nothing better to do than to gossip and play telephone,1
went to both lunches because of your bitch ass,1
this bitch is weird she knows too much,1
bad bitch her attitude nasty ooh ooh that s my song hoe loveoohyie skyylevelmedia holipalooza atl,1
need some hispanic pussy,1
death to attention hoes,1
i wanted change and excitement and to shoot off in all directions myself like the colored arrows from a fourth of july,2
if i could be anywhere on earth right now you know it would be yankees stadium,2
damn internal alarm clock woke up at am feeling chunky from my am cheerios splurge guilt led me to the treadmill gym nosleep,2
uncle charlie and nem lol,2
omg bruh said this bitch look like a female jb smoove lmao,1
if a bitch says eeeeeee she a hoe,1
i feel like i should be sad and all that pussy shit but i am just so pissed right now idk what i m feeling,1
profeten voor m niemand weet exacte leeftijden maar v aicha opeens wel again zelfs mn ma weet niet hoe oud z is,1
these bitches need to get out of bed and i ll make them cheeseburgers imahomie,1
trust none bitch i don t wife a bitch bitch i won t,1
fuck the cowboys my birthday in two days hoe,1
don t be a pussy,1
lol fag,1
why the wifey type girls single and the hoes being cuffed though,1
anytime somebody say u wan hear a funny that shit gon be trash,1
give me credit lil bitch,1
sweetest bitch you ll ever meet,1
the bird gone run from your ass,1
baby momma no bitch no wife like pac u need a thug in ya life,1
subtweeting and using hashtag oomf what s the difference p jk just jerkin yo dick ya nigger faggot,1
hoi fai moke hau,2
why all the bitches fake gay now,1
woww now niggas can t hit u bitches line and ask what u doin nomo,1
my flow sicker then then the bitch magic johnson was lickin,1
i almost have enough rank to buy some stuff from the purple bitch what should i buy from the exotic guy,1
i hate when i upload a pic with a caption that says me and my son and someone asks omg is that your son no bitch i found him outside,1
i see you again didn t election bird for government america that okay i guess i just take this free cookie for everyo,2
its mutual my lil yellow bone,2
weird ass bitches,1
lil bitty bitch lingo,1
not a fan of her guess im the minority beyonc ratchet ass is trash you re the anti christ kfromtheg,1
facts your pussy not that good if niggas had it but none of them are still with u,1
your getting blocked faggot,0
x x only twitter niggas care bout hairy pussy them niggas i fucked today ain t gi,1
don t no nigga want an artificial bitch let me repeat that not one,1
long as my bitches love me,1
lmao lexy such a hoe lmfaooo,1
between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me,1
we need hoes,1
here s your first look at charlie cox as matt murdock in marvel s on netflix nycc,2
y dont u end us monkeys then u hate us because were better than crackers i love it deep down u know weve done nothin u,0
lol i would ve beat that hoe up,1
and yes i said spitted bitch,1
this bitch just blew my high and i was high off all of these drugs,1
none of them bitches look like dey ca boil a egg but working at buds broiler,1
realest tweet i seen today dyke bitches are rehab for hoes and once im healed back to the dick i go,0
if you re playing flappy bird national suicide prevention lifeline to save lives,2
on my way to fuck your bitch,1
ion give a fuck ion give a fuck ion ion ion give a fuck bitch i don t give a fuck about you or anything that you do,1
if you hate me i dont care new flash bitch i dont live to please you aha,1
all these bitches know that you re my nigga,1
my pussy tastes like pumpkin spice latte lana del basic,1
if you ask me every bitch gay not me i m all sexual,1
profesional sports are only enjoyed by white trash,1
today i told a woman that she was the quintessential embodiment of sexual femininity how am i not drowning in pussy,1
i m guessing so the players are talking trash,2
not no but hell no when blk stop sayin nigger i will what they can have i can have this is america,0
i would reply with the red emoji but i m not a nigger,1
jealousy will make a bitch do anything thirst will make a nigga do anything,1
fuck these lancaster bitches they all the same,1
go talk to your other hoes,1
des bitches swear dey faithful,1
hoe stfu,1
this nigga is a fuckin faggot,0
we some hoes bruhhh lol,1
you don t love her if you keep a couple other hoes on the side,1
them hoes ain t solid i laugh so hard when females be all in my dms but they have a avi picture with the,1
lmfaooo like is this bitch alanah serious,1
xavier a hoe he never lookin out,1
yeah chris brown definitely the realest waffle cone colored nigga of all time for that no bullshit song b that s exactly how i be feelin,1
well ain t that a bitch,1
the last bitch i fucked was a mixed breed,1
sex fact a lot of women say getting their ass eaten feels better than getting their pussy eaten,1
hmm ass all chunky brain is insanity,1
people comment on my fb statuses like how was your day like bitch wtf do i know you,1
i m pretty sure my future ex boyfriend is on here slidin in another bitch dms but i m patient,1
now unfollowing lol my pussy been turned off lately i won t be fucking no time soon forever dry,1
annie you crazy hoe,1
i knew a bitch in college who sold the pussy for favors,1
wtf he peed on this bitch i ll cut his shit,1
nah really the man at bg breh nigga got random bitches at the bar coming up to me like i attend the university this is crazy,1
getting his ass pounded loving it i m done with this gay whiney bitch next,1
amo hangs,2
just a casual ghetto family twerk session,1
that bitch looked wierd,1
if you hate people so much then go morph into a chihuahua since you want to be a little whiny bitch so badly,1
these bitches self esteem built off likes and their principles built off instagram memes,1
s o all my real fans who can wait and not want me to put out trash like other rappers signedtothestreets igo,2
dying laughing russian wrestlers mock girly man obama s workout video,2
bitch where you see a katy or perry in that pic katy perry is so fit,1
this white bitch think she miley cyrus,1
is it weird licking your own nip,2
fucking coon,0
justification of my bitch face thanks,1
at that point just call me nigger,1
just hold on we goin to the crib bitch,1
bitch please,1
in two months tho hoe,1
really that s why we got side hoes,1
omg you won t say it to my face stupid ass hoes talkin shit imma whoop her ass over dramatic teenage girls,0
my soul mate probably some ho around the corner,1
paper over pussy cause pussy bring problems powerofthep,1
sounded like a bitch but whatever,1
only good thing about this season firecashman,2
toma eso negros,2
all these hoes always talkin shit about there guy look bitch if your gonna talk shit to me i ll be happy to smack you in yo,1
idk about yall but i loves me a thirsty bitch atleast they not afraid to peruse a nigga,1
all of my money neat all of my bitches freaky everybody kno it it aint a secret,1
teairri marie is crazy the poor girl ain t do anything to her bitter ass bird,1
i wont get catfished anymore tho bc im no longer trying to stick myy pp into twitter hoes,1
back up faggot,0
if ice jj fish gets all these looks who really trash me or him,2
lmao nobody cleans a house faster than a nigga expecting some pussy,1
nah he pussy he won t,1
that bit donovan got dvd s droppin and all i see ya lha bitch,1
if yo nigga catch you cheating and beat yo ass in front yo lil yeah and lil yeah don t help you still give him pussy ladies,1
come wage with us fag,0
u can just ask him to suck his dick not that hard white trash,1
hoes gon always be hoes or have they hoe ways at least,1
these hoes ain t loyal women of this generation cannot be trusted,1
i m stuck in my room the house is shifting or whatever and it used to be just kind of a bitch to open my door but now it s like stuck,1
find one where be beat nathan moons head into the ice too ol andrew is straight trash as far as hockey,2
ion have a bitch so yeah what s understood don t need to be explained,1
if ya bitch mad tell ha i ll put ha own,1
need to get outta that bitch meridian all bad now but as long as you getting that paper you good,1
thingsiwillteachmychild how to play deez niggas n bitches dat be snakes,0
i m old school i ll smack a bitch,1
lmaoo stfu who are u to prefer what a woman wears on her feet bitch i hate bitches that wear wedges,1
every bitch got a nigga that she gone always fuck with no matter what,1
smoking isnt a game you could get killed monkey see monkey dooo don t smoke if your not a smoker y all are the reason,2
that old lassie in greggs is a total bitch man,1
i need their workout plan third bitch had a fucking miracle,1
it s s favorite fucking jam i haven t seen it but judging by there being a little girl in it it s probably trash,1
got hit on by a yr old cripple thinking even if i were to accept your sexual advances there wouldn t be much you could do about it,1
the jews gon be laughin at a nigga on judgement day when they see how ugly this bitch was,1
not that it matters but im proud of ur little ass im n old southern bitch hang n there baby,1
yep donttryme bitch bitchmode testme truth trust,1
i think most rpgs are for the birds i ain t no bird brain yo,2
wtf bitch,1
holy fucking shit why is a game against a third string qb redskins team so gut wrenching,1
bullets through a nigguh tru jeans,0
cool beaners,2
but wait if he got a ole lady and still quenching yo girl is he a unfaithful water fountain for hoes,1
the rich kids of beverly hills is trash and not even entertaining trash and why do they all look mid thirties,0
yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range,1
got myself a new job bitches,1
everyone tells me the exact same thing but i won t listen coon,0
and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile,0
many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional tcot,2
a bitch wanna get slick,1
whipped,2
lmao he lyin sis his bitch told me if any light bulb in the whole wide world light up today i ca fuck,1
me do you sell any larger sized condoms her sir those are gallon trash bags me winks until security escorts me,2
he said soul patch bitch lmaoooo,1
man i rather see the morning selfies of bitches who dont change they look with the case of the mondays then see the jay bey poster ijs,1
don t be a stupid fucking bitch me to stupid fucking bitches,1
these sons of bitches came into his chruch threatened to kill him,1
lmao dude you are probably the biggest fag in nebraska,0
she s a dyke,1
who better b the manchurian candidate think abt it we bitch abt his policy and he screams racism,1
fuck you and the bitches you talking to,1
i don t know what s more stressful midterms or flappy birds,2
how the fuck can some people not get atleast on flappy bird i just got while smoking a fuckin square,1
bitch you be lagging lol,1
how can a woman take u serious when you re a hoe i mean how can a nigga take you serious when youre a hoe lol like,1
shy girls,2
bitch ass nigga fuck you these hoes ain t got no manners realtalk,0
stfu dyke looking hoe,0
these hoes was just really fighting ova some rally s tho on th,1
the fruit of the modern yankees farm system joba the nut,2
he was no more a cunt with a shitty attitude than apex or pamaj or banks,1
s o to this hoe tonight ol hating ass,1
funniest one lmfaoooo swag bitch,1
grats to haye still a bitch though,1
how you fucc for cash but u not a hoe and how i m going to respect u if your poccets broke nip,1
i hate a nosey bitch like mind yah business,1
if you like chocolate or sodapop and you tweet bad about happycolumbusday you are a fuckin retard hypocrite,1
why do some girls feel the need to be bitches for no reason at all,1
i m a bitch you re a bitch your mom s a bitch for having a bitch your dad s a bitch for fucking a bitch now who s t,1
cookies sound wonderful,2
theyre afraid of being a bitch in person,1
dad just yelled out in bout to fry some chicken like a nigger,0
bruh you fucked the shit out of my taste buds with that bitch,1
mfka what ok bitch we going to see your a funny mother fucker,1
my cousin bio on her instagram light skin dark skin brown skin bitches holla at me she funny as hell,1
i d get a girlfriend if i had hoes tho lmaoo,1
or get they nails done same hoes brag about niggas they fw got money but can t even get him to fill their tank up,1
luv riding the metronorth with sour drunk yankees fans after a loss toobad metsfan queensallday,2
don t worry about the nigga you see worry about the nigga you don t see dat s da nigga fuckin yo bitch,0
wtf this bitch sounds retarded,1
nick when the men are talking sit your bitch as in the corner and listen to this grown fo,1
taught ma lil niggah how to treat a girl,1
joey r u a retard its about the defense and we only allow an avg of like point so u really need to,1
school sucks more dick than the hoes who attend it,1
you hoe spice,1
this was my chit shake that monkey beeotch,1
going out with bad intension keep yo girlfriends inside and i m not just saying it ask my nigs i mean it,1
never argue with a bitch that s at the bottom of the food chain,1
niggas deserve better bitches,0
you and me having twitter bird shaped pancakes that would just be a start,2
indiana ain t gone give these niccas shit they was posed to win the last game,1
we over here struggling with college and work and ice jj fish making money for being trash lol what has this world come to,2
why get attached to people when you can jump in a trash can and feel the same way,2
lmao nigga ran a ponzi scheme on them hoes,1
kevin hart bitch,1
as long as the lakers trash from now on i could careless and that s real cc hahaha,2
it s cute af bitch i believe u it s jus getting pass trusting u wit a needle to someone head,1
so you gon call me a nigger because of that fuck wrong with you,1
yo bitch on the horn tryna shoot a porn that s t shirt worthy tony,1
oh so now bc we didn t cover u bitches wanna talk shit,1
the bigger the hoops the bigger the hoe jerryspringer classic truthhurts,1
shades of shut your bitch ass up,1
goldiggers wanna marry me somebody tell them hoes to see therapy,1
yall pussies i swur,1
i feel like twerking this is why yo pussy stank,1
garbage rappers can t learn it s like teaching advanced algebra to a retard,1
trash,2
holder s justice department isn t interested in the facts in ferguson these race hustling bitches are disgraceful,0
bitch would rather fuck a poster damn thats cold,1
physical bed these bitches frame is trash skinny,1
fwm on twitter got strippers escorts artists hustlaz hittaz bitches niggas i m dat dude,1
kip tokuda yellow guy working to niggerize the seattle pd died too bad there s another pos hiding in the wings to replace him,0
jesus christ youre a fucking retard if you believe in mercurian retrograde affecting your life,1
we need to start having a fantasy team of ut hoes lol,1
all us beaners were pissed like robert when the jew ref stopped it,0
niggas ain t shit but hoes with dicks,1
people this picture far and wide if for no other reason than it makes teabaggers with poor spelling really angry,2
people day now being deported from warsaw ghetto packed into cattle cars for rail trip to treblinka death camp htt,2
ff has been consistently one of marvel s worst properties ultimate ff was good but the entire ultimate universe is now in the trash,2
lmao yes bitch,1
this bitch has a death grip on this niggas balls smh,1
here this bitch go lol,1
how is that not a yellow on ronaldo for full on body bumping the ref,2
come watch godzilla then faggot,1
nationalcatday sure celebrate over billion bird deaths and blame it on climatechange you fuckin commies,1
the big lips was in the ad bitch,1
this my dog telling me he is done playing frisbee for now lazy mutt,2
i never said you was a hoe guilty consents ass girl,1
rise of the planet of the apes,2
all these hoes say that wanna be cuffed bitch cuff this dick,1
i hope you don t get mad ladies i only call you bitches bitches bc i don t know your names individually katt williams,1
every psychology class has that annoying cunt who relates everything to herself just bc she has add and her parents got divorced noonecares,1
females so dirty bro real talk you gotta play these bitches now day because if you don t they still gonna do it to you,1
known to take a nigga bitch real quick,1
your boobs are fake you re a little bitch you re not cute and i want to punch you,1
i like bitches with,1
jackie peyton you are a fucking bitch omg i love you though damn thats the best shit you pulled,1
gotta keep your bitch in check,1
i would love to not be hit with the jig for once in my fucking life,1
lmao okay now let s address pepsi pussy real niggas know,1
god by drake is trash thank you,1
hoe w the chanel backpack please,1
greta you let a fag do this to me i thought we were cool,1
i spend my money how i want bitch its my business,1
when ah rich nigga want ur bitch it s nothing u can do but hope she think about u on dem shopping sprees,1
how come you never bring me food i dont have a car retard,1
pussy,1
i am one of those people who needs reassurance so damn often that i m not the ugliest bitch in the world,1
haha you were that bitch on our team,1
jig levitating samsung made fun of bendgate now the galaxy note fails too,2
i likes it back dare it s free fo me cause whitey pay da fee,1
walked into a party and they was playin nelly air force ones i walked outta that bitch immediately and littered in their yard,1
c mon pussy,1
i can post a picture of chrus at like in the morning and the little nigga will favorite and retweet that hoe,1
niggas talk more than bitches these days,0
udonis talking some big trash to lance lebron holds him back,2
have fun getting deported you fucking faggot,1
nigga can t even feel up on a bitch in a pic without the girl u fuckin getting mad smh,1
oscar taveras went yardie in his nd career mlb at bat what a stud,2
fuck a opp thot we ll shoot a bitch,1
these bitches talking shit but they whisper it,1
type of nicca owe yu money but still ask you to go n on a blunt,1
and they re retarded as fuck in general with their insults hope they fall off with aw but the csgo scene is growing so idk,1
all the coons use the same effect on their pictures,1
you like where the hell is yo bitch meanwhile yo bitch like where the hell is yo clique ayeeeee,1
ray rice had that bitch of the xans and the lean all in one punch,1
u sure tha bitch ain t slumped over dead lol the thots is out here,1
so yeah is the fucking best and i would really hate living if i didn t know her my bad bitch appreciation pos,1
the bae gettin her nips pierced,1
so you still rather have trash ass geno smith than alex you sick man u still cant tell alex sucks you blind man,1
chaber books bragadayjah further restrictions on eating certain insects and birds,2
all i want is bitches big boooty bitches,1
that nigga john ain t ah real older nigga forreal he let vick brotha bitch out on maplerow,1
so i could catch a round with half these pussies out here,1
bitch bitch wassup,1
jada fire has never dropped me for talking to imaginary hoes,1
nigger,1
pau a hoe how u gon play after the trade deadline,1
lax gun laws ur retarded there s murder there bcuz no one can defend themselves only crooks have guns there,2
y all suck on flappy bird,2
add me on snapchat bitches erinblair,1
gonna have them pussies mix up some concrete today teach them to pose like me i am a badass motherfucker and i will let you be too,1
this is fucking trash drake is jewish too so young money is the rd reich now,1
how is it being colored blind,2
phone drier than yo bitch scalp,1
all my so whitey bois gone ride,2
niggas killin the same nigga s they grew up with these bitches fuckin the same nigga s they homegirl was inlove with,1
i think i need to watch dawn of the planet of the apes now,2
niggas and bitches gotta quit wit da money pics if i can count it accurately it ain t enough,1
juss got this hoe free so why not lop p,1
i bet we are gonna see game loan player reviews too just because people are that much of a cunt,1
i ll ask you same question do you support border jumpers do you support illegals,2
